smiles,pka,marvin_pKa_type
C[C@H](C1CC1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,5.01,acidic
C[C@H](CCCN)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,9.7,basic
C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,9.07,basic
C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,9.05,basic
C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,9.07,basic
C[C@H](N)[C@H](O)c1ccccc1,8.81,basic
C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](N)CC[C@]4(C)[C@H]3CC[C@]12C,9.28,basic
C[C@H]([C@H](O)c1ccccc1)N(C)C,10.02,basic
C[C@H](c1ccccc1)N(CC(=O)O)S(=O)(=O)c1ccc(OC(F)F)cc1,3.4,acidic
C[C@H]1CCC2CC[C@H](C)N21,11.74,basic
C[C@H]1CCCCC1C(=O)O,4.74,acidic
C[C@H]1CCCC[C@@H]1N,10.62,basic
C[C@H]1CCC[C@@H](C)N1,10.99,basic
C[C@H]1CCC[C@@H](C)N1C,10.21,basic
C[C@H]1CCC[C@@H](C)N1CC(C)(C)O,10.65,basic
C[C@H]1CCN2CCC[C@@H]12,11.44,basic
C[C@H]1CC[C@@H](C)C1C(=O)O,5.045,acidic
C[C@H]1CC[C@@H]2CCCN12,11.74,basic
C[C@H]1CC[C@@H]2CC[C@@H](C)N12,11.48,basic
C[C@H]1CC[C@H](C)C1C(=O)O,4.74,acidic
C[C@H]1CC[C@H]2CC[C@@H](C)N12,10.23,basic
C[C@H]1CC[C@H]2[C@H](C)CCC(C(=O)O)N2C1,10.8,basic
C[C@H]1CN(C(=O)C2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccc(F)cc1,8.74,basic
C[C@H]1CN(C(=O)C2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1,8.95,basic
C[C@H]1C[C@@H]2CCC[C@@H]2N1C,10.1,basic
C[C@H]1C[C@@H]2CCN1C2,10.62,basic
C[C@H]1N=C(NCC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,basic
C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(=N)N3)[C@H]12,6.4,basic
C[C@H]1SC(=N)N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,7.8,basic
C[C@H]1c2c(F)cncc2N(Cc2ccccc2)C[C@@H](C)N1C(=O)NCc1ccccc1,4.2,basic
C[C@H]1c2ccncc2N(Cc2ccccc2)C[C@@H](C)N1C(=O)NCc1ccccc1,6.2,basic
C[C@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9,acidic
C[C@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,5.7,acidic
C[C@]1(O)CCCC[C@@H]1N,9.49,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@@H]1F,7.9,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,5.8,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1F,8.1,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@H]1F,7.4,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H](C(F)(F)F)[C@@H]1F,5.8,basic
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H](C(F)(F)F)[C@@H]1F,5.9,basic
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1F,7.9,basic
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,6.3,basic
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)SCC1(F)F,6.1,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1C(F)(F)F,8,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@@]1(F)C(F)(F)F,6.8,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,7.8,basic
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@]1(F)C(F)(F)F,6.9,basic
C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)c2ccccc21,9.7,basic
C[C@]12CCC3C(=O)OC(C(=O)O)C[C@]3(C)[C@H]1[C@H]1CCC2(O)C(=O)O1,3.5,acidic
C[C@]12CCOC[C@@H]1[C@]1(COC(=N)N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,6.7,basic
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,10.8,acidic
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,5.81,basic
C[N+](C)(C)CCCc1ccc(O)cc1,9.8,acidic
C[N+](C)(C)CCCc1cccc(O)c1,9.64,acidic
C[N+](C)(C)CCN,7.34,basic
C[N+](C)(C)CCOC(=O)C=Cc1c[nH]cn1,4.6,basic
C[N+](C)(C)CCSC(=NO)C(=O)c1ccc(Br)cc1,7.18,acidic
C[N+](C)(C)CCSC(=NO)C(=O)c1ccc(Cl)cc1,7.19,acidic
C[N+](C)(C)CCSC(=NO)C(=O)c1ccc(F)cc1,7.36,acidic
C[N+](C)(C)Cc1ccc(S)cc1,5.5,acidic
C[N+](C)(C)c1ccc(O)cc1,8.25,acidic
C[N+](C)(C)c1ccc2c(c1)CCCC2=NN,2.5,basic
C[N+](C)(C)c1cccc(O)c1,8.07,acidic
C[N+](C)(C)c1ccccc1O,7.46,acidic
C[S+](C)CC(=O)C=NO,6.54,acidic
C[S+](C)c1ccc(O)cc1,7.31,acidic
C[S+](C)c1cccc(O)c1,7.67,acidic
C[n+]1c(NN)ccc2ccccc21,2.66,basic
C[n+]1c2ccccc2c(Nc2ccc(NS(C)(=O)=O)cc2)c2ccc(N)cc21,10.07,acidic
C[n+]1c2ccccc2c(Nc2ccccc2)c2[nH]c3ccccc3c21,10.6,acidic
C[n+]1c2ccccc2nc2c(O)cccc21,4.85,acidic
C[n+]1c2ccccc2nc2ccc(O)cc21,3,acidic
C[n+]1cc(O)c2ccccc2c1,4.93,acidic
C[n+]1cc(O)cc2ccccc21,5.42,acidic
C[n+]1cc(S)cc2ccccc21,2.4,acidic
C[n+]1ccc(C=NO)cc1,8.41,acidic
C[n+]1ccc(NN)c2ccccc21,2.61,basic
C[n+]1ccc2c(O)cccc2c1,6.9,acidic
C[n+]1ccc2cc(O)ccc2c1,6.06,acidic
C[n+]1ccc2ccc(O)cc2c1,7.09,acidic
C[n+]1ccc2cccc(O)c2c1,5.81,acidic
C[n+]1cccc(C(=O)O)c1,2.29,acidic
C[n+]1cccc(C=NO)c1,9.53,acidic
C[n+]1cccc(CC(=O)c2ccccc2)c1,10.98,acidic
C[n+]1cccc(O)c1,4.96,acidic
C[n+]1cccc(S)c1,2.27,acidic
C[n+]1cccc2c(O)cccc21,6.12,acidic
C[n+]1cccc2c(S)cccc21,3.22,acidic
C[n+]1cccc2cc(O)ccc21,7.15,acidic
C[n+]1cccc2cc(S)ccc21,4.12,acidic
C[n+]1cccc2ccc(O)cc21,5.56,acidic
C[n+]1cccc2cccc(O)c21,6.81,acidic
C[n+]1ccccc1C=Cc1ccc(O)cc1,8.4,acidic
C[n+]1ccccc1C=NO,7.871667,acidic
C[n+]1ccn(CCC[n+]2ccc(C=NO)cc2)c1,8.05,acidic
C[n+]1cn(-c2ccccc2)cc1C=NO,9.49,acidic
C[n+]1nc(-c2ccccc2)ccc1NCCN1CCOCC1,5.31,basic
Cc1[nH][nH]c(=O)c1-c1ccccc1,11.4,acidic
Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)sc1C,6.97,acidic
Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,3.4,acidic
Cc1[nH]c(CO)c(-c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)c(=O)c1Cl,9.73,acidic
Cc1[nH]c2ccc(OC3CCN(C(C)C)CC3)cc2c1C(=O)N1CCOCC1,9.8,basic
Cc1[nH]c2ccccc2c1C(=O)O,5.89,acidic
Cc1[nH]c2ccccc2c1CC(=O)O,4.67,acidic
Cc1[nH]ccc1C(=O)O,5.8,acidic
Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,8.43,basic
Cc1[nH]n(-c2ccccc2)c(=O)c1C,11.3,acidic
Cc1[nH]n(-c2ccccc2)c(=S)c1C(=O)c1ccccc1,2.9,acidic
Cc1[nH]n(C)c(=O)c1Cc1ccccc1,10.9,acidic
Cc1[nH]nc2[nH]cnc(=N)c12,4.61,basic
Cc1[nH]nc2c(N)cccc12,3.18,basic
Cc1[nH]nc2c1c(=O)n(C)c(=O)n2C,9.83,acidic
Cc1[nH]nc2cc(N)ccc12,4,basic
Cc1[nH]nnc1-c1ccccc1,9.11,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Br)ccc2n1CC(=O)O,4.03,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(Cl)c2n1CC(=O)O,3.88,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)O,3.86,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,4.03,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(Cl)c2n1CC(=O)O,3.86,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(F)c2n1CC(=O)O,3.85,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(S(C)(=O)=O)c2n1CC(=O)O,3.83,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)ccc2n1CC(=O)O,4.02,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)O,3.83,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,4,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cccc(Br)c2n1CC(=O)O,3.98,acidic
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O,4.15,acidic
Cc1c(-c2ccccc2)[nH][nH]c1=O,7.6,acidic
Cc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,7.8,acidic
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,7.3,basic
Cc1c(-c2nnc(-c3ccc(OC(C)C)c(C#N)c3)s2)ccc2c1CCN(C(CO)CO)C2,7.2,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C(CO)CO)C2,7.3,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C(CO)CO)CC2,8.2,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(CC(=O)N[C@@H](C)CO)C2,6.07,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C[C@@H](O)CO)C2,7.7,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C[C@@H](O)CO)CC2,8.4,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C[C@H](O)CO)C2,7.7,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C[C@H](O)CO)CC2,8.4,basic
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1OCCN(C(CO)CO)C2,6.3,basic
Cc1c(-c2noc(-c3cnc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C(CO)CO)C2,7.3,basic
Cc1c(Br)cc(N)cc1Br,2.87,basic
Cc1c(Br)cccc1C(=O)O,3.36,acidic
Cc1c(C(=O)O)[nH]c2ccccc12,4.33,acidic
Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,4.14,basic
Cc1c(C)c(O)c(C)c(C)c1O,11.3,acidic
Cc1c(CC#N)nc2c(OCc3ccccc3)cccn12,5.5,basic
Cc1c(Cc2ccccc2C(O)c2ccccc2)c2c(n1CC(=O)O)CCNC2=O,3.1,acidic
Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(Cl)c2)c2c(n1CC(=O)O)CCNC2=O,3.1,acidic
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CC(C)(C)NC2=O,3,acidic
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(C(C)C)C2=O,2.9,acidic
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(C)C2=O,2.9,acidic
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(Cc1ccccc1)C2=O,3.3,acidic
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCNC2=O,3,acidic
Cc1c(Cl)ccc2c1nnn2O,4.09,acidic
Cc1c(Cl)cccc1C(=O)O,3.43,acidic
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)O,4.3,acidic
Cc1c(F)cccc1[C@H]1COC(=N)N1,8.07,basic
Cc1c(I)cccc1C(=O)O,3.26,acidic
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.48,basic
Cc1c(N)ccc2c1-c1c(ccc3ccccc13)C2,4.49,basic
Cc1c(N)ccc2c1-c1ccccc1C2,4.83,basic
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(=O)C1,6.4,basic
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(C#N)C1,6.4,basic
Cc1c(O)c(=O)ccn1C,9.705,acidic
Cc1c(OCCN(C)C)no[n+]1[O-],7.9,basic
Cc1c(OCCN)no[n+]1[O-],8.7,basic
Cc1c2cc[nH]cc2cc2c1nc1ccncc12,5.3,basic
Cc1c2cc[nH]cc2cc2c1nc1ccncc12,7.5,basic
Cc1c2ccccc2c(CN2CCOCC2)c2ccccc12,6.6,basic
Cc1c[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1N,4.4,acidic
Cc1c[nH]c(=NS(=O)(=O)c2ccc(N)cc2)nc1C,6,acidic
Cc1c[nH]c(C(=O)O)c1,4.6,acidic
Cc1c[nH]c(C)n1,8.39,basic
Cc1c[nH]c(N2CCc3ccccc3C2)cc1=N,8.7,basic
Cc1c[nH]c(N2CCc3ccccc3C2)cc1=NCCO,9,basic
Cc1c[nH]cc1C(=O)O,5.65,acidic
Cc1c[nH]cn1,7.51,basic
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1,4.1,basic
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,4.2,basic
Cc1cc(-c2ccccc2)n[n+](C)c1NCCN1CCOCC1,5.12,basic
Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,4.84,basic
Cc1cc(-c2ccccc2)nn2cc(CN3CCOCC3)nc12,6.3,basic
Cc1cc(-c2ccccc2)nn2ccnc12,4.84,basic
Cc1cc(=N)cc(N2CCc3ccccc3C2)[nH]1,9,basic
Cc1cc(=NCCO)cc(N2CCc3ccccc3C2)[nH]1,9.2,basic
Cc1cc(=NN)[nH]c2ccccc12,8.35,basic
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,5.925,acidic
Cc1cc(=O)[nH+]c(S)[nH]1,7.73,acidic
Cc1cc(=O)[nH][nH]1,10.9,acidic
Cc1cc(=O)c(O)ccc1Br,6.6,acidic
Cc1cc(=O)cc(O)o1,5,acidic
Cc1cc(=O)n(-c2ccc(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc2)[nH]1,7.15,acidic
Cc1cc(=O)n(-c2ccc(OCCCCCCO[N+](=O)[O-])cc2)[nH]1,7.12,acidic
Cc1cc(=O)n(-c2ccc(OCCCO[N+](=O)[O-])cc2)[nH]1,7.11,acidic
Cc1cc(=O)n(-c2ccc(OCCCOc3no[n+]([O-])c3-c3ccccc3)cc2)[nH]1,7.09,acidic
Cc1cc(=O)n(-c2ccc(OCCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)[nH]1,7.12,acidic
Cc1cc(=O)n(-c2ccc(OCc3no[n+]([O-])c3C#N)cc2)[nH]1,7.06,acidic
Cc1cc(=O)n(-c2ccccc2)[nH]1,9.1,acidic
Cc1cc(=O)n(C)cn1,2.1,basic
Cc1cc(=O)n(C)n1-c1ccccc1,2.4,basic
Cc1cc(=O)n2[nH]cnc2n1,6.19,acidic
Cc1cc(=O)oc2c(F)c(O)c(F)c(F)c12,4.2,acidic
Cc1cc(=O)oc2c(F)c(O)c(F)cc12,4.7,acidic
Cc1cc(=O)oc2c(F)c(O)ccc12,6.4,acidic
Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1,acidic
Cc1cc(=O)oc2cc(O)c(F)cc12,6.4,acidic
Cc1cc(=O)oc2cc(O)cc(F)c12,5.9,acidic
Cc1cc(=O)oc2cc(O)ccc12,7.8,acidic
Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,8,acidic
Cc1cc(=O)oc2cc(O[C@@H]3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12,2.82,acidic
Cc1cc(=O)oc2ccc(O)cc12,9.14,acidic
Cc1cc(=O)oc2cccc(O)c12,8.26,acidic
Cc1cc(=S)[nH+]c(S)[nH]1,6.87,acidic
Cc1cc(=[SH])[nH]cn1,7.3,basic
Cc1cc(Br)cc(Br)c1O,7.6,acidic
Cc1cc(Br)cc(C)c1N,3.54,basic
Cc1cc(Br)cc(C)c1N(C)C,4.36,basic
Cc1cc(Br)cc(C)c1NC1=NCCN1,10.21,basic
Cc1cc(Br)ccc1C(=O)O,3.77,acidic
Cc1cc(Br)ccc1N,3.58,basic
Cc1cc(C#N)cc(C)c1O,8.27,acidic
Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)nc2)no1,3.5,basic
Cc1cc(C(=O)N2CCCC2c2cnc(-c3cccc(Cl)c3)cc2C)no1,4.2,basic
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc(=N)[nH]c2)n1,7,acidic
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc[nH]c(=N)c3c2)n1,6.7,acidic
Cc1cc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)on1,10.1,basic
Cc1cc(C(=O)O)c(C)o1,4.64,acidic
Cc1cc(C(=O)O)c[nH]1,5.35,acidic
Cc1cc(C(=O)O)ccc1Br,4.03,acidic
Cc1cc(C(=O)O)ccc1Cl,4.07,acidic
Cc1cc(C(=O)O)cs1,4.24,acidic
Cc1cc(C(C)(C)C)cc(C)c1C(=O)O,3.44,acidic
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,10.2,basic
Cc1cc(C(C)C)cc(C)c1O,10.9,acidic
Cc1cc(C(C)C)ccc1O,10.56,acidic
Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)N=c3[nH]cns3)ccc12,3.6,acidic
Cc1cc(C)[nH]c(=N)n1,4.93,acidic
Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.55,acidic
Cc1cc(C)[nH]n1,4.32,basic
Cc1cc(C)c(C(C(=O)O)c2ccccc2)c(C)c1,4,acidic
Cc1cc(C)c(C(C)C)cc1O,10.76,acidic
Cc1cc(C)c(C)c(C(=O)O)c1C,3.43,acidic
Cc1cc(C)c(C)c(N)c1C,4.3,basic
Cc1cc(C)c(C)c(Nc2ccccc2CC(=O)O)c1C,4.2,acidic
Cc1cc(C)c(C)c(O)c1,10.64,acidic
Cc1cc(C)c(C)nn1,4.81,basic
Cc1cc(C)c(CO)c(C)n1,7.1,basic
Cc1cc(C)c(N)c(C)c1,4.37,basic
Cc1cc(C)c(N=Nc2c(C)cc(O)cc2C)c(C)c1,9.1,acidic
Cc1cc(C)c(NC2=NCCN2)c(C)c1,10.78,basic
Cc1cc(C)c(NC2=NCCN2)c(Cl)c1,9.59,basic
Cc1cc(C)c(O)c(C(C)C)c1,11.18,acidic
Cc1cc(C)c(O)c(C)c1,10.9,acidic
Cc1cc(C)c(O)cc1C,10.55,acidic
Cc1cc(C)c2ccc3c(C)cc(C)nc3c2n1,6.5,basic
Cc1cc(C)c2ccc3cccnc3c2n1,5.96,basic
Cc1cc(C)c2cccc(C)c2n1,4.48,basic
Cc1cc(C)c2ccccc2n1,5.11,basic
Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,3.05,basic
Cc1cc(C)c2nc(-c3cccnc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,4.3,basic
Cc1cc(C)c2nc(-c3ccncc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,4.27,basic
Cc1cc(C)cc(C(=N)c2ccccc2)c1,6.82,basic
Cc1cc(C)cc(C(=O)O)c1,4.3,acidic
Cc1cc(C)cc(N)c1,4.81,basic
Cc1cc(C)cc(N=C2C(=O)c3ccccc3C(=O)C2NS(=O)(=O)c2c(F)cccc2F)c1,8.4,acidic
Cc1cc(C)cc(N=C2C(=O)c3ccccc3C(=O)C2NS(=O)(=O)c2ccc(F)cc2)c1,9.9,acidic
Cc1cc(C)cc(N=C2C(=O)c3ccccc3C(=O)C2NS(=O)(=O)c2ccccc2)c1,9.2,acidic
Cc1cc(C)cc(N=C2C(=O)c3ccccc3C(=O)C2NS(=O)(=O)c2ccco2)c1,8.3,acidic
Cc1cc(C)cc(N=C2C(=O)c3ccccc3C(=O)C2NS(C)(=O)=O)c1,9.5,acidic
Cc1cc(C)cc(N=c2c(=O)c3c(c(=O)c2=NS(=O)(=O)c2ccccc2)C(=N)CCC3)c1,8.4,basic
Cc1cc(C)cc(O)c1,10.13,acidic
Cc1cc(C)n(-c2cc(C)n(C)n2)n1,2.19,basic
Cc1cc(C)n(C)c(=O)n1,4,basic
Cc1cc(C)n(C)n1,3.96,basic
Cc1cc(C)nc(C)c1,7.35,basic
Cc1cc(C)ncn1,2.7,basic
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,7.4,basic
Cc1cc(C=O)c(O)c(C=O)c1,6.2,acidic
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,4.7,acidic
Cc1cc(CN(C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,9.3,basic
Cc1cc(CO)c(C)c(C)n1,7.3,basic
Cc1cc(CO)c(O)c(CO)c1,9.92,acidic
Cc1cc(COc2cc(C)[nH]n2)n(-c2ccccc2)n1,2.4,basic
Cc1cc(Cc2ccc(Cl)c(Oc3cc(C#N)cc(C#N)c3)c2F)n[nH]c1=O,10.5,acidic
Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,8.29,basic
Cc1cc(Cl)cc(C)c1NC1=NCCN1,10.25,basic
Cc1cc(Cl)cc(Cl)c1NC1=NCCN1,9.03,basic
Cc1cc(Cl)cc(Cl)c1O,7.85,acidic
Cc1cc(Cl)ccc1C(=O)O,3.75,acidic
Cc1cc(Cl)ccc1NC1=NCCN1,9.91,basic
Cc1cc(Cl)ccc1O,9.6,acidic
Cc1cc(Cl)ccc1[C@@H]1CCc2c(C(=O)N(C)C)cc3c(nc(C)n3C)c2O1,5.59,basic
Cc1cc(Cl)ccc1[C@@H]1CCc2c(C(=O)N3CCC3)cc3c(nc(C)n3C)c2O1,5.49,basic
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1,7.4,basic
Cc1cc(Cl)n(C)c2nc3ccccc3c1-2,7.45,basic
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,5.3,acidic
Cc1cc(I)c(O)c(I)c1,6,acidic
Cc1cc(I)ccc1C(=O)O,3.79,acidic
Cc1cc(N(C)C)cc[n+]1O,4.37,basic
Cc1cc(N)cc(C)c1C,5.15,basic
Cc1cc(N)ccc1S(=O)(=O)N=c1[nH]ccs1,7.3,acidic
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,10.1,basic
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,10.1,basic
Cc1cc(O)cc(C)c1C#N,8.21,acidic
Cc1cc(O)cc([N+](C)(C)C)c1,8.2,acidic
Cc1cc(O)ccc1C(C)C,10.31,acidic
Cc1cc(O)ccc1Cl,9.4,acidic
Cc1cc(O)ccc1N=Nc1ccc2c(c1)Cc1ccccc1-2,10.3,acidic
Cc1cc(O)ccc1[N+](C)(C)C,8.34,acidic
Cc1cc(O)ccc1[S+](C)C,7.6,acidic
Cc1cc(O)nc2c1CCO2,8.44,acidic
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,3.7,acidic
Cc1cc(OCCC=NN=C(N)N)cc(OS(=O)(=O)c2ccccc2C#N)c1,8.84,basic
Cc1cc(OCCC=NN=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,8.71,basic
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,6.5,basic
Cc1cc(Oc2c(N)c(C)nn2-c2ccccc2)n(-c2ccccc2)n1,3.4,basic
Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1O,8.25,acidic
Cc1cc(S(=O)(=O)N=c2[nH]ccs2)ccc1N,7,acidic
Cc1cc(SSc2cc(C)nn2-c2ccccc2)n(-c2ccccc2)n1,4.8,basic
Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(=N)N[C@@]3(c3ccc(F)cc3F)CO2)on1,7.7,basic
Cc1cc([C@H]2C[C@H]3[C@@H](CF)SC(=N)N[C@@]3(c3ccc(F)cc3F)CO2)on1,7,basic
